Energy Monitor Ho_a Ho_g2 Ho_g1 Ho_b1 bragg Ho_b2 fluotot
8.016000000000000000e+03 7.230052260874056956e+05 5.194664673806297935e-06 6.166708468313492330e-08 -7.780196121764631355e-16 1.786324819907623631e-06 4.845828541028392777e+00 2.095132962564893888e-06 5.466429465830843597e-03
8.017000000000000000e+03 7.264761754801531788e+05 5.980152334606077518e-06 3.473155161152179768e-08 2.196382523203658059e-08 1.992066551979047538e-06 4.820244822094045034e+00 1.071934027641369047e-06 5.456770048208285130e-03
8.018000000000000000e+03 7.252025746862859232e+05 6.570314129284853281e-06 -1.083619558886227647e-23 3.939888735227252714e-08 2.237123073200747114e-06 4.828685699186741509e+00 7.100962670725798151e-07 5.455943401617117591e-03
8.019000000000000000e+03 7.216019210285585141e+05 6.810245823860212278e-06 -1.848255530193228679e-23 6.183610152553298388e-08 2.089883035019474209e-06 4.836085695200629253e+00 9.117485626982681998e-07 5.508194570699539820e-03
8.020000000000000000e+03 7.210682117260835366e+05 6.191623331850527141e-06 -1.729575275130610805e-23 3.470015899766863521e-08 2.121269519292678673e-06 4.799480940333096690e+00 7.550767624863837511e-07 5.605211884768544588e-03
8.021000000000000000e+03 7.205438815453911666e+05 6.959154202141329881e-06 2.230680292097209658e-08 2.230680183622571866e-08 2.230755436719966159e-06 4.792156390223714979e+00 4.850781847904593819e-07 5.615375936153906705e-03
8.022000000000000000e+03 7.200367367509113392e+05 7.735060005757786523e-06 1.734231055781703507e-08 8.435693600920670389e-08 2.213800961318102247e-06 4.803853441235649946e+00 1.646192276765207179e-07 5.494331687853698347e-03
8.023000000000000000e+03 7.193968402689940995e+05 7.585721896002079336e-06 -1.334545643521699816e-23 1.191474630968983591e-07 1.977674212501709664e-06 4.780044495283945594e+00 2.222000409579015807e-06 5.602160130889224064e-03
8.024000000000000000e+03 7.226998911357091274e+05 8.283656949355772042e-06 -1.322127910332061708e-23 9.640947407472818356e-08 2.000596849048841891e-06 4.768137284265741016e+00 1.286725899044190061e-06 5.641187155862653277e-03
8.025000000000000000e+03 7.251692486337914597e+05 8.647680662234277205e-06 -1.259108422591151620e-23 3.433764898443126653e-08 2.077101721848235079e-06 4.780577488934538266e+00 5.597511787984009257e-07 5.686662744213542668e-03
8.026000000000000000e+03 7.205501173662546789e+05 8.542638944549559195e-06 2.248636808160830102e-08 2.248636657254033804e-08 1.863929723577532676e-06 4.797646023302426954e+00 1.590958168770828965e-06 5.754834976383965336e-03
